lat,lon,alt_ft,delta_t_s,gs_kt,heading_deg
51.26277,8.2075615,2465.2314,3.9208326,368.0832,114.642456
51.260937,8.220169,2503.8362,4.747466,371.03275,108.00131
51.25871,8.2327795,2540.8347,3.9128442,372.45737,103.64252
51.257507,8.246288,2581.5183,3.7604594,373.05994,100.052734
51.25618,8.259365,2622.113,3.713355,382.24448,101.2901
51.25526,8.271931,2663.448,2.7709267,393.4623,99.284485
51.25401,8.285228,2708.1357,3.3886883,372.51547,102.21484
51.252132,8.297176,2753.0845,4.2914405,368.50516,103.36957
51.250748,8.309237,2794.055,4.1477566,367.8921,105.30548
51.24924,8.3186865,2834.62,3.2092576,365.09702,109.83209
51.246544,8.328841,2870.4136,4.0807133,372.78308,114.63721
51.2441,8.33726,2901.0005,4.019019,375.54886,122.013794
51.241505,8.344075,2925.8398,4.0464883,365.60822,128.78021
51.239002,8.352114,2946.204,3.0194921,375.81,134.30298
51.236122,8.359028,2964.3408,3.7044873,375.65964,136.05658
51.232643,8.364607,2978.8416,5.190443,373.04312,136.60077
51.229183,8.372112,2993.6199,4.753844,371.79337,134.643
51.22688,8.380238,3008.6086,3.4764373,368.2388,137.6178
51.223553,8.3886795,3025.6636,3.0832756,372.32367,133.1442
51.22063,8.397364,3045.5273,4.7164044,369.6549,133.45331
51.21793,8.405489,3069.0112,4.5232906,363.03018,129.09576
51.215733,8.4131155,3099.2625,3.8212776,379.4309,127.74188
51.213535,8.421734,3131.4214,3.6164236,379.75888,119.686554
51.211575,8.430702,3168.0325,3.7659569,373.3503,119.02399
51.209393,8.440366,3204.253,4.93154,370.2116,116.42239
51.207253,8.44991,3241.3674,4.0037346,369.00885,116.368835
51.20481,8.458547,3280.7864,4.684667,383.77887,117.00574
51.20289,8.467159,3316.7468,3.825718,373.44577,116.14557
51.20105,8.476388,3351.6863,4.316258,377.16934,118.8504
51.1988,8.486693,3383.5303,5.311831,366.56723,121.886444
51.197063,8.49635,3414.0537,4.270602,357.8667,122.84155
51.194904,8.506631,3445.031,4.242159,370.5687,121.06705
51.192924,8.515894,3473.6228,4.3154173,362.40726,121.87335
51.190598,8.525198,3504.8333,4.708239,367.78552,120.83768
51.187748,8.534002,3533.4841,4.5489154,378.20874,119.014984
51.185467,8.541701,3565.794,3.9284334,378.43762,120.780365
51.18292,8.550643,3599.4976,3.6688542,378.11874,127.05823
51.18001,8.558439,3638.5344,3.3844557,377.33124,125.22351
51.177288,8.566711,3680.7124,4.4075804,378.19992,132.07526
51.173862,8.575384,3727.3928,3.388208,368.6387,130.85309
51.171207,8.584155,3775.1191,3.2770987,368.03027,135.21112
51.168438,8.59295,3825.019,5.410655,370.98734,130.23218
51.166065,8.600676,3870.4197,4.042848,371.9799,124.03232
51.16397,8.608277,3914.5444,2.931951,372.92233,116.40588
51.161343,8.616806,3957.3882,3.7882535,361.02127,119.38483
51.15867,8.626168,4000.5437,3.7855844,375.88858,124.70111
51.155857,8.634455,4038.192,4.393624,376.6012,127.30295
51.152668,8.642935,4071.558,3.9760544,370.97998,128.58795
51.14924,8.650637,4101.605,4.1544056,374.65646,132.77954
51.146057,8.657958,4125.398,2.9612575,380.52216,136.67554
51.142776,8.665292,4150.0205,4.505373,358.3742,138.43
51.139656,8.6733265,4172.2275,3.245308,372.29803,143.20175
51.136425,8.680453,4195.7915,3.9641938,372.523,145.26385
51.132652,8.688669,4222.0684,3.9486785,374.314,142.49554
51.128685,8.697155,4253.4575,3.5599732,375.03455,137.89355
51.125027,8.704103,4286.2188,3.5780325,376.24542,142.40997
